"Series_reference","Period","Type","Data_value","Lower_CI","Upper_CI","Units","Indicator","Cause","Validation","Population","Age","Severity"
"W_F21A","2002","Single year","4216","4088.73810315712","4343.26189684287","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious"
"W_F21A","2003","Single year","4366","4236.49398001965","4495.50601998035","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious"
"W_F21A","2004","Single year","4248","4120.2560487917","4375.7439512083","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious"
"W_F21A","2005","Single year","4254","4126.16586596987","4381.83413403012","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious"
"W_F21A","2006","Single year","4348","4218.76121730541","4477.23878269458","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious"
"W_F21A","2007","Single year","4319","4190.1929324665","4447.80706753349","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious"
"W_F21A","2008","Single year","4546","4413.85132691216","4678.14867308783","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious"
"W_F21A","2009","Single year","4838","4701.67326830544","4974.32673169455","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious"
"W_F21A","2010","Single year","5202","5060.63780991633","5343.36219008366","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious"
"W_F21A","2011","Single year","5269","5126.73037384516","5411.26962615483","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious"
"W_F21A","2012","Single year","5470","5325.04214492068","5614.95785507932","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious"
"W_F21A","2013","Single year","5671","5523.4028693634","5818.59713063659","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious"
"W_F21A","2014","Single year","5963","5811.65067245673","6114.34932754326","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious"
"W_F21A","2015","Single year","6100","5946.92191924957","6253.07808075042","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious"
"W_F21A","2016","Single year","6531","6372.606289399","6689.393710601","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious"
"W_F21A","2017","Single year","6898","6735.21676085927","7060.78323914073","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious"
"W_F21A","2018","Single year","7326","7158.24265345325","7493.75734654674","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious"
"W_F22A","2000","Single year","109.994045673068","106.629870006619","113.358221339518","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Serious"
"W_F22A","2001","Single year","109.172842547173","105.869095809634","112.476589284711","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Serious"
"W_F22A","2002","Single year","107.000470508653","103.770301665584","110.230639351722","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Serious"
"W_F22A","2003","Single year","108.39933460784","105.183950642293","111.614718573388","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Serious"
"W_F22A","2004","Single year","103.257373055913","100.151957309044","106.362788802781","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Serious"
"W_F22A","2005","Single year","100.613299172689","97.5887999322091","103.63779841317","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Serious"
"W_F22A","2006","Single year","99.7496305100501","96.7820778125199","102.71718320758","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Serious"
"W_F22A","2007","Single year","96.4454752996887","93.5645173957342","99.3264332036432","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Serious"
"W_F22A","2008","Single year","99.2408370451333","96.348758278611","102.132915811655","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Serious"
"W_F22A","2009","Single year","102.932706571659","100.021934856379","105.843478286939","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Serious"
"W_F22A","2010","Single year","107.72975854192","104.787786800069","110.671730283771","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Serious"
"W_F22A","2011","Single year","106.526513448415","103.632721126673","109.420305770158","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Serious"
"W_F22A","2012","Single year","108.466320099543","105.570731198015","111.361909001072","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Serious"
"W_F22A","2013","Single year","110.167687697355","107.274955199781","113.060420194929","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Serious"
"W_F22A","2014","Single year","112.5039288456","109.621238960244","115.386618730956","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Serious"
"W_F22A","2015","Single year","111.992603923437","109.15380412752","114.831403719353","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Serious"
"W_F22A","2016","Single year","116.561776432198","113.704174038305","119.419378826091","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Serious"
"W_F22A","2017","Single year","120.100503478639","117.235693098706","122.965313858572","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Serious"
"W_F22A","2018","Single year","124.772088006193","121.884147722423","127.660028289962","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Serious"
"W_M21","2000","Single year","2142","2051.28944496958","2232.71055503042","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M21","2001","Single year","2058","1969.08587146584","2146.91412853415","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M21","2002","Single year","1894","1808.70215122059","1979.2978487794","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M21","2003","Single year","2089","1999.41871023238","2178.58128976761","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M21","2004","Single year","1917","1831.18580211136","2002.81419788864","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M21","2005","Single year","2052","1963.21557850577","2140.78442149422","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M21","2006","Single year","2039","1950.49726255422","2127.50273744577","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M21","2007","Single year","2088","1998.44015398846","2177.55984601153","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M21","2008","Single year","1949","1862.47252897759","2035.5274710224","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M21","2009","Single year","1924","1838.02926793951","2009.97073206048","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M21","2010","Single year","1893","1807.72467210515","1978.27532789484","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M21","2011","Single year","1752","1669.96198531256","1834.03801468743","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M21","2012","Single year","1739","1657.26691680116","1820.73308319883","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M21","2013","Single year","1765","1682.65818305062","1847.34181694938","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M21","2014","Single year","1789","1706.10024227887","1871.89975772112","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M21","2015","Single year","1995","1907.45737982396","2082.54262017603","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M21","2016","Single year","2175","2083.59336492896","2266.40663507103","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M21","2017","Single year","2396","2300.06181503497","2491.93818496502","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M21","2018","Single year","2642","2541.25708856562","2742.74291143437","Injuries","Number","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M22","2000","Single year","55.7665230029187","53.4013801523237","58.1316658535137","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M22","2001","Single year","53.2227641624557","50.921866712964","55.5236616119474","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M22","2002","Single year","48.1024222107777","45.9357035208915","50.2691409006639","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M22","2003","Single year","51.8658291332522","49.6416989903017","54.0899592762027","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M22","2004","Single year","46.7855190404605","44.690983626141","48.8800544547801","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M22","2005","Single year","49.4367998705751","47.2970487864742","51.576550954676","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M22","2006","Single year","48.4347782050792","46.3305237578568","50.5390326523016","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M22","2007","Single year","49.1669806682154","47.0545654015452","51.2793959348856","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M22","2008","Single year","45.5178556890808","43.4917751450525","47.5439362331091","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M22","2009","Single year","44.4196319865377","42.4275712601312","46.4116927129443","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M22","2010","Single year","42.9090278906905","40.9671630223961","44.8508927589849","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M22","2011","Single year","39.3902224110923","37.5355289225979","41.2449158995866","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
"W_M22","2012","Single year","38.7475892633968","36.9135081398627","40.5816703869309","Per 100,000 people","Age-standardised rate","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Serious"
